,닉네임,댓글,날짜
945,ㅇㅇㅇ(46.101),그래도 그게 가능하니까 여자겠지... 단순히 이땅에 태어났다는 것이 얼마로 큰 저주로 다가오는지.. 단지 이곳에 남자로 태어난 것이 죄라면 죄다... 정말로 그렇다. 그래도 이런 삶이라는 갑옷을 입고 스스로의 규율을 지키고 살아가는 전우들을 믿고 살아가는 거지. 정말로... 사회는 군대의 축소판이야.,2018.06.27 00:44:35
946,ㅇㅇ(123.108),잘가라 전우야... 잘가라 이 멋진새끼야.. 추억속에 뛰어놀던 그 들판에서.. 그렇게 멋있게 뛰어놀아라 사내답게.. 사내답게 죽은새끼들..,2018.06.27 00:45:53
947,ㅇㅇ(123.108),잘가라 이 쓰레기새끼들아.,2018.06.27 00:45:59
948,ㅇㅇㅇ(123.108),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 열심히 일생을 살았다는게. 그 이유 하나만으로 이미 세상의 반절은 적인건가?? ㅇㅋㅋㅋㅋㅋㅋㅋㅋ 하...,2018.06.27 01:12:15
949,ㅇㅇㅇ(123.108),여자들 정말로 너무한다는 생각은 안드냐?? 하긴... 그런 생각이라도 들었다면 그렇게 혜화해서 모여서 자랑이라도 되는 듯이 한국남자들 모두 죽어라 다 죽어라고 악을 쓰지 않았겠지.. 죄가 많은 존재구만 우리는... 세상의 반절이 적이되더라도 나는 갑옷을 벗기는 싫다. 적어도 그게 내가 인간이었다는 증표니까.,2018.06.27 01:13:32
950,ㅇㅇㅇ(123.108),그걸 아니까 남자들이 여기서 분노하고 있겠지. 잘살자 우리는 정말로! 세상의 절반인 여자가 우리를 저주하고 증오해도. 그럼에도 우리는 살아야 한다. 그게 인류다. 힘내자 전우들!,2018.06.27 01:14:02
951,ㅇㅇㅇ(123.108),오해하지마라 여자들은... 절대로 우리가 성장하는 과정중의 악습을 견디는 것이 갑옷이라는게 아니다. 결국 우리는 이만화의 결말에 공감하는 거지.. 우리가 이러는 순간에도 이름 모를 그 어느 누군가가 있었음을.. 어차피 여자들은 그 사람들도 남자니까 다 죽여야 하지만.. 참 슬픈 현실이다.,2018.06.27 01:16:37
952,ㅇㅇ(128.199),"현실은 여성시대 (20대 여장중의 5명중의1 명 이상의 비율 이상의 여성커뮤니티) + 쭉빵 (10대 여성최대 커뮤니티) 에서는 이미 뒤진 한국남자들 신상, 시체사진 공유. 그걸 공유하면서 조롱하고 있다. 인간같지도 않은 쓰레기들. 그걸 자랑하는게 한국여자다.",2018.06.27 01:18:09
953,ㅇㅇ(128.199),버러지라는 단어조차도 아깝다. 쓰레기들...,2018.06.27 01:18:20
954,ㅇㅇ(128.199),오늘도 쭉빵과 여성시대는 즐거워 하고 있다. 한냄이 2명이 뒤져서,2018.06.27 01:18:36
955,ㅇㅇ(123.108),"ㄴ 그 죽은 누군가가 그 한녀의 아버지고 그리고 자랑스러운 아들이었는데... 참... 여자들한테 이런 얘기 해봤자 어차피 욕만 하는게 여자니... 대단한 성별이다 당신들은. 그렇게 분노하고 그렇게 증오해라 평생 그렇게 살아라 제발. 그렇게 너희끼리 살아라. 그렇게 사는걸 남자에게 마저도 강요하지마라.. 어차피 , 어차피 남자들은 그런데 정상적인 남자는 공감못한다 정말로.",2018.06.27 01:20:53
956,ㅇㅇ(123.108),ㄴ 전쟁같은 거창한것 보다는 오히려 일상에서 희생되는 사람이 많은 법임.. 아마 여자는 평생 이해를 못하겠지만..,2018.06.27 01:26:40
957,ㅇㅇ(123.108),어차피 여자들에게 기대도 하지 않음... 일상에서 죽는 사람이 그렇게 많다는걸 이해조차도 못하는게 여자임,2018.06.27 01:27:12
958,ㅇㅇ(123.108),당장 당신이 그 증표지... 알고있다 남자들은.,2018.06.27 01:27:20
959,ㅇㅇ(123.108),그래서 여자들은 잘가라는 말조차도 안함.. 왜냐하면 그런말을 들을 여자가 없거든.. 정말로 슬픈 현실임. 여자들 중에 그 누가 적어도 동성에게 잘가라는 말을 들을까... 아무도 없다.,2018.06.27 01:28:04
960,ㅇㅇ(123.108),오로지 남자만이 그런말을 듣지..,2018.06.27 01:28:12
961,ㅇㅇ(128.199),그야 보지들중에는 그런말을 들을 위인은 진작에 뒤졌거든,2018.06.27 01:30:02
962,ㅇㅇ(128.199),정말로 자지말고는 그런말을 들을 사람이 없어,2018.06.27 01:30:12
963,ㅇㅇ(188.166),보지들은 앞으로도 남자들 많이 저주하고 증오해라. 어차피 안말린다. 그거 하나로 엄청나게 특권의식 가지고 특별하다고 착각하지만 마라. 어차피 남자 정치인들이 너희들 적당히 이용하는 거다. 필요성 이상으로 기어오르면 언제라도 니들 목아지 딴다. 메갈이나 여시나 워마드 이용해서..,2018.06.27 01:31:34
964,ㅇㅇ(211.213),교육받던 여자소방관 교통사고로 죽었을때도 욕은 안박았다 씨발년들아ㅠㅠ,2018.06.27 01:31:35
965,ㅇㅇ(211.213),필요이상으로 기어올랐다가 모가지 날아간 역사가 있으니...,2018.06.27 01:32:14
966,ㅇㅇ(188.166),그렇게 평생을 사냥개새끼 인생으로 살아라 살면서 그래도 긍지를 가진다는건 멋진 일이다. 다만 니들은 결국 커본들 개새끼라는거지. 열심히 해라 페미니즘. 남자들은 안 말린다.,2018.06.27 01:32:21
967,ㅇㅇ(188.166),멍청하고 불쌍한것들 ㅉㅉ... 아무튼 잘가라 남성 동지야..,2018.06.27 01:33:06
968,ㅇㅇㅇ(178.62),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 전쟁터라도 보는거 같다고 오글거린데... 버러지같은 보지년들 에휴... 니들은 살면서 간 그 누군가에게 명복이라도 빌어본적이 단 한번이라도 있냐?? 쓰레기같은것들 자랑이다. 오글거리는게 니들이 현실주의자라서 그런거지?? 니들이 그리는 현실이 얼마나 아름답고 거창한지 앞으로 똑똑히 볼게. 기대한다 여자들아?,2018.06.27 01:38:44
969,ㅇㅇ(178.62),니들 앞으로 여자뒤졌다고 시위해봐라 한번?? 니들 말 그대로 돌려줄게? 군대도 안가는 버러지 보지하나 죽었다고 유세떤다고 군대도 안간년들이 무슨 짓이냐고 말하면 너희도 감내해라. 남자들 지금 모아두고 있다. 니들 적당히해라 ㅋㅋㅋㅋ,2018.06.27 01:39:33
970,ㅇㅇㅇ(128.199),멍청한 개년들이 한가지 착각하는게.. 여기 지금 디시질 하는 남자들중에 분명히 앞으로 기득권 남성이 나온다. 그남성이 파워가 있는 기득권이 되었을때... 니들 모습을 잊을거라고 생각하지 마라.. 20대 10대의 어렸을적의 기억은 영원하다.,2018.06.27 01:51:02
971,ㅇㅇ(128.199),고인에 대해서 명복을 비는 것 마저 오글거린다는 버러지들은 앞으로 현충일이나 기념일에 공동묘지가서 거기가서 외쳐라. 나 페미한다?!?! 섹스 안한다?!?! 비혼한다?!?! 나를 봐!!! 나를 봐라고!!!,2018.06.27 01:52:06
972,ㅇㅇ(128.199),너희들 주목받을 거다. 정말로 . 오늘 죽은 남자들 명복을 빈다 정말로.. 이런 한심한 여자들 먹여 살리느라.. 그렇게 죽었구나..,2018.06.27 01:52:30
973,ㅇㅇ(211.53),ㅋㅋㅋㅋㅋㅋ 버러지같은 계집들 지들이 ㄹㅇ로 무슨 혁명이라도 하고 있는양 착각하고 있는거 봐ㅋㄱㅋㅋ,2018.06.27 02:21:11
974,ㅇㅇ(211.53),계집들아. 니들은 그냥 장기말이야. 허울 좋은 끝 마디에 도착하면 죽은 퀸. 비숍. 나이트. 록. 그런게 되는 장기말.ㅋㅋㄱㅋ 남자들이 기득권에 반발하지 않냐고? 계집들아 남자들은 지금 이 순간에도 반발한다 너희랑은 다른게 호들갑을 안떠는거야ㅋㅋㄱ,2018.06.27 02:22:44
975,ㅇㅇ(128.199),혁명이니 혁신이니 허울이 좋을뿐.. 어차피 세상은 급변안한다. 남자들은 안다. 당장 근대 국가의 모태가 된다는 프랑스 혁명의 끝은?? 남자들은 알지... 여자들은 검색이라도 해봐라. 세상을 변화시키는 것은 기본기가 탄탄한 지반이다.,2018.06.27 02:30:11
976,ㅇㅇ(128.199),보지들은 이황이라고 천원짜리에나 나오는 얼굴로 아는 사람... 이 사람이 정말로 대단한 사람이다. 메이지유신의 근간이 되는 일본의 유학의 근간이 결국 이황이다. 그래서 쵸수번 사람들은 18세기 조선 통신사가 오면 이황에 대해서 질문하고 선생의 음식 취향까지 조사했었다..,2018.06.27 02:31:08
977,ㅇㅇ(128.199),이황은 자신이 18세의 가장 뜻을 높게 세우던 피가 끓는 순간에 세상의 변화를 시도하던 조광조가 죽는걸을 보았다. 그리고 수많은 정쟁들도 그래서 본인은 평생 후학을 양성하고 평생을 사상의 기초를 쌓는 것을 목표로 했다. 결과론 적으로는 이것이 결국은 오늘날에 욕 먹는 사림의 조선정권 탈취로 이루어 졌다.  그 근간은 평생을 학문으로 사상으로 갈고 닦은 성학십도 였다.,2018.06.27 02:32:40
978,ㅇㅇ(128.199),"그런 보이지 않는 노력으로 세상은 벼화하는거다. 혁명 혁신?? 멍청한 계집들... 열심히 날뛰어봐라. 마음먹고 언론이 너희들 메갈, 여시,  워마드로 몰고 가봐라. 너희들이 살 수 있다고 생각하냐?? 니들 이용가치가 있으니 적당히 살려두는거다.",2018.06.27 02:33:24
979,ㅇㅇ(128.199),혁명의 아버지는 루소였고. 미국혁명의 근간은 로크였다. 계집들은 너희들이 말하는 그 잘난 보지혁명의 근간이 뭐냐?? 뿌리도 근간도 없는 허울뿐인 3류 인형극인걸 너희만 모르고 있다.. 멍청한 계집년들,2018.06.27 02:34:12
980,ㅇㅇ(128.199),참고로 이황의 제잘들이 씹선비라 생각하지마라. 이황의 고향 안동에서 엄청나게 많은 유학 독립유공자들이 나왔다. 이황을 방구석에 눌러앉은 늙은이로만 아는건 계집들 뿐이다. 물론 다수의 남자들도 있지만. 조금이라도 관심이 있다면. 적어도 사상의 근간을 잡는 다는 것이 얼마나 중요하고 그것이 어려운지 안다. 계집들은 절대로 이해하지 못하지.,2018.06.27 02:35:42
981,ㅇㅇ(128.199),그래서 문명은 남자가 이루어온거다. 너희같은 버러지들이 아니라. 이 순간에도 이름모를 수많은 의무를 다하는 남성동지들에게 감사한다.,2018.06.27 02:36:01
982,ㅇㅇ(223.39),"아 드럽다. 눈갱이고 사람도 아닌 어디서 장애인이 어디서 사람인척 행세하나, 지들이 그렇게 물고빨고 하는 국내 페미 시초가 노나메 오덕커뮤, 마리아님이 보고계셔 백합커뮤부터 시작된건 알고 있나 모르겠네. 거기서 아싸 낙오되서 떨어져 나온 애들이 만든게 여성시대인데, 사상이 없는게 이상하다는 생각은 안드니?",2018.06.27 05:05:06
983,ㅇㅇ(223.39),"인터넷 꽤 오래해서 관련 정보를 많이 알고 있는 편인데, 페미라고 말하지만 거기에는 모두의 의견 항변은 아무것도 없잖아. 그냥 니네 불행한게 남자탓이라 돌리는 거 외에 할 줄 아는게 도대체 뭐있니. 아니, 죽고 싶으면 혼자 죽어라 좀. 누구는 죽을 병에 걸려도 민폐끼치기 싫어서 아무도 없는 곳에서 죽어가는 마당에,  이렇게 인간들이 치졸하고 더럽나.",2018.06.27 05:08:40
984,ㅇㅇ(223.39),"한남 묘사하는 것도 안여돼에다 쒸익쒸익대는 새끼들 수준 봐서는 니들 수준은 더도 말고 덜도 말고, 딱 나치 수준이야. 이상적인 남성의 모양새로 양남? 웃긴다 그래. 양남 백돼지 새키들을 니네가 아직 못본 모양인데, 페미니즘 그딴거 없어. 그리고 양남 찬양하지마, 우리는 화가나도 얘기를 하지만 걔들은 한번 웃고 니네 머리에 바람구멍뚫는 놈들이다.",2018.06.27 05:12:40
985,ㅇㅇ(39.7),개새끼들이 직립보행을 한다 해도 개는 개 운좋게 사람을 속이는건 순전히 요행,2018.06.27 05:15:48
986,ㅇㅇ(223.39),"시바 어디서 주워듣기만 하고, 어디서 아는 체야?문화적 특수성 따지고 들어간다고 해도 아무 이해도 없이 딱 지들 망상수준 같다고만 생각하니까 그정도라 보는거지,  세상 그리 쉽지 않다. 사람을 보는 눈이 그렇게 없어서 그렇게 낙오되고 남탓하는 거겠지. 처음으로 낙오되고 피해를 입으면, 가해자가 개새끼지만, 거기로부터 반성이 없으면 당하는 새끼도 장애인이지",2018.06.27 05:16:45
987,ㅇㅇ(223.39),"세상에 어떤 사람도 완벽하지 않지만, 그것만큼 병신같은 게 바로 근거도 없고, 명목도 불확실한 선동꾼에게 휘둘리면서 자신이 정의다, 자신이 옳다고 흔들리는 인간은 언제나 자기도 잘 모르기 때문이다. 모르면 좀 알려고라도 하던가, 알지도 못하면서 뭐 그리 아는 척은? 설명해주려고 하면 귓등으로 안들으면서 무슨 신념이고 투쟁이고가 있냐. 아직 애냐?",2018.06.27 05:22:06
988,ㅇㅇ(223.39),"예시를 들으면 뭐가 상관이냐 하고, 본질을 말하면 지금 이걸 말하는 게 아니잖느냐 그러고, 댁들이 그러고도 인간이세요? 냄져들이 그냥 정의한 말이니까 맞지 않다고 하려고? 수학은 뭐라고 할래? 수학 부정하시면 님들이 지금 사용하는 사소한 전기기계들 전반이 존재할 수가 없어요. 남자들을 위한, 남자만의 학문은 개풀.",2018.06.27 05:27:10
989,ㅇㅇ(223.39),"물론 시작은 남자에 의해 이야기 되고 여성들이 여기에 참여하는 것에 막혀있긴 했었다는 점은 동의한다. 그런데 문제는 지금 여성들도 충분히 할 수 있게 열려있는데도 불구하고 성과는 물론이고 당장 공부하기도 싫어하지. 그러면서 뭔 놈의 남성중심의 학문? 아니, 그러면 좀 개방되어 있는 걸 통해서 연구성과를 내서 해보라고.수학은 기본적으로 논리학이다.",2018.06.27 05:30:28
990,ㅇㅇ(223.39),"근데 아마 안될거다. 명제가 뭔지도 모를거고, 뭐가 중요한지도 모를거고, 정,반,역,대우의 관계도 이해도 못하고 그냥 느낌 아니까~너도 알지~이러잖아. 퍽이나 알겠다. 또.또. 이거 있다. 여자 사회가 살벌하다고 해서 군대같다 운운하지만, 니들은 군대가 뭔지 절대 모른다.",2018.06.27 05:33:08
991,ㅇㅇ(223.39),"군대는 말이다. 시작이 집단에서 시작한게 맞다.근데 이게 일반 집단과 뭐가 다르냐면, 군대는 한번 잘못하면 다 죽을 수 있다. 일반 집단은 누가 곗돈을 들고 튀든 해도 죽진 않잖아. 근데 군대는 나 힘들다고 수류탄 한개 가볍게 딱딱한 바위에 톡 하고 떨구면 반경 5미터가 다 죽을 수가 있다. 어떻게 보면 가장 긴장을 놓으면 안된다.",2018.06.27 05:37:18
992,ㅇㅇ(223.39),"그걸 미연에 방지하려고 규율이 세지고, 격한 훈련을 수반하지만, 사람은 로봇이 아니다보니 잠시 긴장의 끈을 놓는 건만으로도 큰 파국을 불러온다.  총도 어디서 BB탄 총, 서바이벌 게임 페인트 총 구경해봤다고, 진짜  총도 비슷하리라 생각하는 애들. 총 장전 되고, 방아쇠를 잠궈둬도 강한 충격 한방이면 총알이 나간다. 그래도 정신 놓고살까?",2018.06.27 05:42:41
993,ㅇㅇ(223.39),"총을 팔하고 다리에 맞으면 영화에서는 구멍 작게 그 부분만 박혀있다고 생각하지만, 팔에 맞든 다리에 맞든 분리되거나 걸레처럼 된다. 수술을 하면 되는거 아니냐 하겠지만, 이미 형체를 잃고 피부도 없고 뼈도 다 산산조각이 난 걸 어떻게 수술할래?",2018.06.27 05:45:41
994,ㅇㅇ(223.39),"그렇게 사람에 죽어나가지 않게 항상 긴장을 놓지 말아야 하는 곳이 군대다. 그러고 전역하면 왜 군대부심 부리냐고? 니 눈에는 군대부심으로 보이드나? 안심하는 모습이 아니고? 이제 실수해도 누가 죽지 않겠구나. 간밤에 누구랑 싸워도 목숨의 위기는 덜 받겠구나, 내가 지금 그곳에서 드디어 나왔구나. 이런 복잡씁쓸한 마음이 그게 자부심으로 보이드나.",2018.06.27 05:49:10
995,ㅇㅇ(223.39),"머리 강제로 박박밀리고, 꾸미는 거 다 규제받고 집에 연락도 안되고, 먹고 싶은 음식 먹지도 못하고, 돈이 생겨도 제대로 쓸 수도 없고, 마음대로 잘 수도 없고, 마음대로 도망도 갈 수 없고, 집에 갈 날도 손에 꼽는데. 일은 더럽게 고되고, 다쳐도 치료 못받는 곳이 군대다.",2018.06.27 05:52:54
996,ㅇㅇ(223.39),"그렇게 정신이 병들어 가는데도 그 때 뭐라고 하니?그거 당연한거 아니에요?시바 니네가 가보고 경험을 해봤으면 당연한거겠지.근데 아니잖아.우리나라에서 비록 간부로 가시지만 여군 분들은 제외하자면, 안가고 갈 생각도 없잖아. 그럼 할 줄 아는게 뭔데?아직도 아나운서 될거에양! 이러면서 아무노력 안하는 여자들, 관련 직무 능력은 하나도 없으면서 해외여행",2018.06.27 05:58:26
